,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Barcelona,ES,41.3888,2.159,51.91,61,0,5.01,clear sky
345,Ayan,RU,56.45,138.1667,-7.24,75,92,10.47,overcast clouds
346,Tornio,FI,65.8481,24.1466,19.42,97,69,4.83,broken clouds
347,Santa Rosa,PH,14.3122,121.1114,82.09,78,50,8.75,scattered clouds
348,Sainte-Rose,GP,16.3324,-61.6979,77.04,78,75,8.05,broken clouds
349,Tabora,TZ,-5.0167,32.8,64.11,94,100,1.32,overcast clouds
350,Turochak,RU,52.2576,87.1224,2.82,99,99,1.68,overcast clouds
351,Grand Forks,US,47.9417,-97.4337,3.13,71,20,5.75,few clouds
352,Osypenko,UA,46.9136,36.8253,22.03,89,69,5.08,broken clouds
353,Ken Caryl,US,39.5773,-105.1169,29.35,74,100,1.01,overcast clouds
354,Havoysund,NO,70.9963,24.6622,23.88,83,100,15.59,light snow
355,Moratuwa,LK,6.773,79.8816,71.62,79,72,5.99,broken clouds
356,Malanje,AO,-9.5402,16.341,62.98,98,100,3.49,overcast clouds
357,San Jose,US,37.3394,-121.895,70.05,35,20,1.01,few clouds
358,Berlevag,NO,70.8578,29.0864,27.34,86,100,6.04,overcast clouds
359,Sumenep,ID,-7.0167,113.8667,79.0,86,100,8.25,overcast clouds
360,Kieta,PG,-6.2167,155.6333,85.19,66,99,2.04,overcast clouds
361,Muzhi,RU,65.3667,64.6667,-0.62,97,97,4.65,overcast clouds
362,Goderich,CA,43.7501,-81.7165,29.91,86,100,17.27,light snow
363,Bethel,US,41.3712,-73.414,29.64,68,0,3.44,clear sky
364,Boquira,BR,-12.8231,-42.7306,67.3,96,100,2.17,overcast clouds
365,Talakan,RU,50.3167,130.3667,-6.99,98,100,2.86,overcast clouds
366,Boueni,YT,-12.9025,45.0761,78.78,71,74,4.27,broken clouds
367,Tyrma,RU,50.0833,132.1667,-8.66,97,100,1.25,overcast clouds
368,Moerewa,NZ,-35.3833,174.0333,74.34,52,79,11.97,broken clouds
369,Ayagoz,KZ,47.9714,80.4392,-17.32,99,50,5.41,scattered clouds
370,Sur,OM,22.5667,59.5289,66.99,53,0,3.56,clear sky
371,Bundaberg,AU,-24.85,152.35,84.22,55,100,3.0,overcast clouds
372,Ca Mau,VN,9.1769,105.15,74.5,84,86,2.66,overcast clouds
373,Chuguyevka,RU,44.1653,133.8633,4.6,94,100,1.81,overcast clouds
374,Ketchikan,US,55.3422,-131.6461,43.27,75,75,16.11,broken clouds
375,Saskylakh,RU,71.9167,114.0833,2.21,86,60,14.2,broken clouds
376,Saint-Augustin,CA,51.226,-58.6502,-16.1,99,37,2.01,scattered clouds
377,Los Llanos De Aridane,ES,28.6585,-17.9182,56.12,74,75,10.0,broken clouds
378,Longyearbyen,SJ,78.2186,15.6401,10.24,79,75,9.22,light snow
379,Burnie,AU,-41.0667,145.9167,72.95,85,82,4.21,broken clouds
380,Ballina,AU,-28.8667,153.5667,80.56,77,40,9.22,scattered clouds
381,Bilibino,RU,68.0546,166.4372,-19.03,96,89,3.38,overcast clouds
382,Beringovskiy,RU,63.05,179.3167,5.59,94,100,3.0,overcast clouds
383,Phalodi,IN,27.1333,72.3667,55.02,26,0,2.26,clear sky
384,Sakit,IN,27.45,78.8167,45.52,70,0,7.72,clear sky
385,Podporozhye,RU,60.9112,34.1706,21.27,96,100,6.06,light snow
386,Sobolevo,RU,54.4299,31.8996,28.62,97,100,14.94,snow
387,Domoni,KM,-12.2569,44.5319,77.4,82,59,4.03,broken clouds
388,Yuancheng,CN,36.652,107.7896,25.39,48,98,2.42,overcast clouds
389,Nuuk,GL,64.1835,-51.7216,12.81,62,75,16.11,light shower snow
390,Mitu,CO,1.1983,-70.1733,76.1,76,92,2.91,overcast clouds
391,Khasan,RU,42.4308,130.6434,18.59,55,0,19.22,clear sky
392,Mehamn,NO,71.0357,27.8492,27.91,94,100,3.38,snow
393,Nome,US,64.5011,-165.4064,-2.83,65,0,0.0,clear sky
394,Bayana,IN,26.9,77.2833,45.54,67,0,2.28,clear sky
395,Conceicao Do Araguaia,BR,-8.2578,-49.2647,72.9,94,100,2.86,light rain
396,Candolim,IN,15.5181,73.7626,72.77,52,7,7.29,clear sky
397,Namtsy,RU,62.7161,129.6658,-30.89,98,98,1.48,overcast clouds
398,Rio Gallegos,AR,-51.6226,-69.2181,60.51,58,31,10.13,scattered clouds
399,Saint George,US,37.1041,-113.5841,57.67,15,0,15.99,clear sky
400,Moen,NO,69.1304,18.6123,24.87,93,100,0.0,snow
401,Son La,VN,21.3167,103.9,58.66,98,24,2.75,few clouds
402,Basoko,CD,1.2391,23.616,73.85,57,93,2.35,overcast clouds
403,Kirovskiy,RU,45.0917,133.5136,3.36,96,100,4.12,overcast clouds
404,Lerwick,GB,60.1545,-1.1494,41.0,67,27,9.71,scattered clouds
405,Crossville,US,35.949,-85.0269,44.51,31,100,3.44,overcast clouds
406,Alizai,PK,33.5383,70.3462,40.59,34,0,2.8,clear sky
407,Minas,UY,-34.3759,-55.2377,63.52,77,12,6.24,few clouds
408,Genhe,CN,50.7833,121.5167,-15.09,100,100,3.06,overcast clouds
409,Medea,DZ,36.2642,2.7539,30.65,56,26,4.99,scattered clouds
410,Batagay,RU,67.6333,134.6333,-27.76,97,79,4.54,broken clouds
411,Nichinan,JP,31.6,131.3667,46.08,67,95,3.98,overcast clouds
412,Laguna De Perlas,NI,12.3429,-83.6712,80.69,80,40,10.83,scattered clouds
413,Almeirim,BR,-1.5233,-52.5817,74.1,95,80,2.19,broken clouds
414,Progreso,MX,21.2833,-89.6667,77.11,74,13,12.37,few clouds
415,Lunca,RO,43.8333,24.7667,27.28,78,62,6.33,broken clouds
416,Dolinsk,RU,47.35,142.8,-7.74,89,51,3.31,broken clouds
417,Great Sankey,GB,53.3923,-2.6399,44.82,94,75,1.01,broken clouds
418,Reconquista,AR,-29.15,-59.65,71.89,47,7,9.19,clear sky
419,Ancud,CL,-41.8697,-73.8203,76.53,81,0,4.25,clear sky
420,Skjervoy,NO,70.0311,20.9714,32.31,71,100,9.13,light snow
421,Porto Walter,BR,-8.2686,-72.7439,77.7,79,100,3.31,overcast clouds
422,Dallas,US,32.7668,-96.7836,51.93,51,20,9.22,few clouds
423,Barra Do Bugres,BR,-15.0725,-57.1811,74.41,93,100,1.61,moderate rain
424,Waldoboro,US,44.0954,-69.3756,28.42,85,100,10.65,overcast clouds
425,Verkhnevilyuysk,RU,63.4453,120.3167,-9.36,93,19,6.15,few clouds
426,Kirakira,SB,-10.4544,161.9205,78.94,90,100,7.85,overcast clouds
427,Nueva Loja,EC,0.0847,-76.8828,75.2,88,75,1.48,broken clouds
428,Tinskoy,RU,56.1525,96.9161,-7.2,100,100,0.43,overcast clouds
429,Novyy Urengoy,RU,66.0833,76.6333,5.02,94,100,15.79,overcast clouds
430,Kodinsk,RU,58.6881,99.1844,-15.75,100,95,0.92,overcast clouds
431,Bambanglipuro,ID,-7.95,110.2833,76.71,89,100,2.93,overcast clouds
432,Vannes,FR,47.8333,-2.5,48.27,98,100,5.12,overcast clouds
433,Egvekinot,RU,66.3167,-179.1667,-5.28,93,100,1.21,overcast clouds
434,Scottsboro,US,34.6723,-86.0341,51.64,53,75,0.0,broken clouds
435,Bengbu,CN,32.9408,117.3608,35.02,70,100,7.4,overcast clouds
436,Calama,CL,-22.4667,-68.9333,70.29,32,95,27.63,overcast clouds
437,Namatanai,PG,-3.6667,152.4333,84.99,69,70,5.61,light rain
438,Karachi,PK,24.9056,67.0822,51.62,82,0,5.75,smoke
439,Chimoio,MZ,-19.1164,33.4833,71.46,100,75,2.28,broken clouds
440,Zaraza,VE,9.3503,-65.3245,75.69,75,49,9.95,scattered clouds
441,Estelle,US,29.8458,-90.1067,60.8,47,40,1.01,scattered clouds
442,Russell,US,32.3502,-85.1999,54.68,47,0,3.44,clear sky
443,Broome,US,42.2506,-75.833,26.71,55,100,3.0,overcast clouds
444,Urumqi,CN,43.801,87.6005,-3.05,85,75,2.24,mist
445,Nizhnetroitskiy,RU,54.3385,53.6833,-0.58,100,93,3.53,overcast clouds
446,Mizdah,LY,31.4451,12.9801,42.76,66,44,2.1,scattered clouds
447,Moron,AR,-34.6534,-58.6198,69.98,62,11,6.33,few clouds
448,Tuy Hoa,VN,13.0833,109.3,71.17,86,99,5.73,overcast clouds
449,Pahrump,US,36.2083,-115.9839,62.65,15,0,1.01,clear sky
450,Camana,PE,-16.6228,-72.7111,71.56,76,79,7.27,broken clouds
451,Acarau,BR,-2.8856,-40.12,75.96,86,100,7.96,overcast clouds
452,Leshukonskoye,RU,64.8989,45.7622,9.5,95,100,6.11,overcast clouds
453,Faanui,PF,-16.4833,-151.75,81.05,76,36,15.14,light rain
454,Klaksvik,FO,62.2266,-6.589,41.92,73,96,18.37,overcast clouds
455,San Vicente,AR,-26.6167,-54.1333,67.84,96,100,5.91,overcast clouds
456,Mount Gambier,AU,-37.8333,140.7667,69.71,73,100,10.36,overcast clouds
457,San Lorenzo,PY,-25.3333,-57.5333,79.74,83,75,8.01,broken clouds
458,Slavonice,CZ,48.9975,15.3515,36.05,84,99,18.97,snow
459,Normandin,CA,48.8333,-72.5321,13.62,67,100,16.11,overcast clouds
460,Touros,BR,-5.1989,-35.4608,77.9,80,92,7.11,moderate rain
461,Traverse City,US,44.7631,-85.6206,21.94,64,90,20.71,light snow
462,Kismayo,SO,-0.3582,42.5454,75.92,83,39,9.78,scattered clouds
463,Winschoten,NL,53.1442,7.0347,42.12,81,12,21.54,few clouds
464,Altamira,BR,-3.2033,-52.2064,70.77,99,94,1.48,overcast clouds
465,Gawler,AU,-34.6,138.7333,78.6,78,23,9.73,few clouds
466,Pombas,CV,17.1503,-25.0201,67.78,69,100,15.26,overcast clouds
467,Digoin,FR,46.4812,3.9795,30.33,100,100,0.0,mist
468,Moses Lake,US,47.1301,-119.2781,32.68,80,100,5.75,overcast clouds
469,Kosh-Agach,RU,50.0,88.6667,-20.94,99,100,2.57,overcast clouds
470,Cambridge,CA,43.3601,-80.3127,25.38,88,100,5.01,overcast clouds
471,Rocha,UY,-34.4833,-54.3333,63.99,66,46,5.48,scattered clouds
472,Providencia,MX,28.7167,-111.5833,79.21,26,50,14.92,scattered clouds
473,Grand Gaube,MU,-20.0064,57.6608,75.6,74,3,5.01,clear sky
474,Rottenmann,AT,47.5167,14.35,35.1,96,89,5.06,snow
475,Mpanda,TZ,-6.3655,31.0409,64.67,95,100,1.23,overcast clouds
476,Zhanakorgan,KZ,43.9098,67.2495,33.66,46,57,5.48,broken clouds
477,Sarahan,IN,31.5167,77.8,20.23,42,0,12.91,clear sky
478,Manakara,MG,-22.1333,48.0167,73.27,74,74,2.35,broken clouds
479,Oussouye,SN,12.485,-16.5469,73.58,67,8,5.68,clear sky
480,Morales,CO,2.757,-76.6172,60.76,97,89,1.63,overcast clouds
481,Northam,GB,51.0333,-4.2167,42.73,85,3,0.49,clear sky
482,Kozhevnikovo,RU,56.2589,83.9714,-10.75,99,100,5.3,overcast clouds
483,Muli,MV,2.9167,73.5667,80.08,59,99,7.16,overcast clouds
484,Unhel,IN,23.3333,75.5667,47.23,54,0,5.86,clear sky
485,Chillicothe,US,39.3331,-82.9824,35.71,55,100,3.44,overcast clouds
486,Zhezkazgan,KZ,47.8043,67.7144,6.48,83,100,10.31,overcast clouds
487,Taksimo,RU,56.3444,114.8794,-17.14,90,43,2.3,scattered clouds
488,Truro,GB,50.2653,-5.0544,45.36,89,9,3.09,clear sky
489,Faya,SA,18.3851,42.4509,52.32,87,23,0.72,few clouds
490,Ayabe,JP,35.3,135.25,41.4,80,99,1.5,overcast clouds
491,Priyutnoye,RU,46.1011,43.5072,25.32,84,99,6.8,overcast clouds
492,Tongzi,CN,28.7829,105.0877,43.02,91,100,5.97,overcast clouds
493,Nanortalik,GL,60.1432,-45.2371,12.04,79,54,9.82,broken clouds
494,Baruun-Urt,MN,46.6806,113.2792,-9.67,92,12,4.47,few clouds
495,Fukue,JP,32.6881,128.8419,46.76,76,75,9.22,broken clouds
496,Presidente Medici,BR,-11.1753,-61.9014,73.04,94,32,2.01,scattered clouds
497,Buin,CL,-33.7333,-70.75,77.32,64,0,6.64,clear sky
498,Raga,SS,8.4596,25.678,68.67,21,81,7.09,broken clouds
499,Jawhar,SO,2.7809,45.5005,72.1,78,100,11.1,overcast clouds
500,Matucana,PE,-11.85,-76.4,58.71,98,100,5.32,light rain
501,Kununurra,AU,-15.7667,128.7333,82.38,83,100,6.91,overcast clouds
502,Noumea,NC,-22.2763,166.4572,78.78,67,93,9.55,heavy intensity rain
503,Velika Gorica,HR,45.7125,16.0756,39.7,80,0,8.05,clear sky
504,Ayaviri,PE,-14.8864,-70.5889,42.17,93,92,5.73,overcast clouds
505,Santa Helena,BR,-2.2311,-45.3,71.64,99,100,1.01,overcast clouds
506,Toba,JP,34.4833,136.85,41.09,73,90,4.0,overcast clouds
507,Yingcheng,CN,30.95,113.55,32.05,98,100,15.01,light snow
508,Richards Bay,ZA,-28.783,32.0377,76.77,83,3,15.3,clear sky
509,Katherine,AU,-14.4667,132.2667,80.92,78,75,8.05,broken clouds
510,Wahiawa,US,21.5028,-158.0236,79.12,59,100,0.0,overcast clouds
511,Tual,ID,-5.6667,132.75,84.16,72,96,8.84,overcast clouds
512,Kiama,AU,-34.6833,150.8667,85.24,64,8,8.01,clear sky
513,Pochutla,MX,15.7432,-96.4661,82.81,62,16,5.23,few clouds
514,Puerto Colombia,CO,10.9878,-74.9547,80.69,81,13,27.38,few clouds
515,Monywa,MM,22.1167,95.1333,60.82,83,3,6.26,clear sky
516,Bosaso,SO,11.2842,49.1816,71.6,74,94,3.06,overcast clouds
517,Rupert,US,42.6191,-113.6772,19.35,73,75,6.91,broken clouds
518,Solnechnyy,RU,50.7214,136.6319,-4.25,96,100,1.52,overcast clouds
519,Catamarca,AR,-28.4696,-65.7852,72.59,80,77,6.22,broken clouds
520,Vardo,NO,70.3705,31.1107,26.69,89,100,9.04,light snow
521,Huilong,CN,31.8111,121.655,43.03,69,100,13.15,overcast clouds
522,Visnes,NO,59.3556,5.2242,41.58,56,75,33.38,broken clouds
523,Olenino,RU,56.2092,33.4889,21.34,95,100,11.74,snow
524,Rosarito,MX,32.3333,-117.0333,74.08,34,2,9.82,clear sky
525,Malaut,IN,30.2167,74.4833,45.0,55,0,2.95,clear sky
526,Abu Samrah,SY,35.3029,37.1841,37.53,87,2,6.46,clear sky
527,Uige,AO,-7.6087,15.0613,66.52,96,97,1.68,light rain
528,Iralaya,HN,15.0,-83.2333,76.91,79,5,8.9,clear sky
529,Urusha,RU,54.05,122.9,-9.29,91,79,4.0,broken clouds
530,Pachino,IT,36.7186,15.0907,47.61,74,13,8.37,few clouds
531,Tanout,NE,14.9709,8.8879,58.24,26,2,14.65,clear sky
532,Taiyuan,CN,37.8694,112.5603,24.66,86,94,2.24,mist
533,Suntar,RU,62.1444,117.6319,-6.32,93,26,7.36,scattered clouds
534,Suratgarh,IN,29.3167,73.9,50.56,36,0,4.7,clear sky
535,Sangar,RU,63.9242,127.4739,-23.37,97,100,2.93,overcast clouds
536,Hasaki,JP,35.7333,140.8333,39.6,58,100,6.78,overcast clouds
537,Dunnville,CA,42.9001,-79.6163,28.42,89,100,22.68,overcast clouds
538,Turukhansk,RU,65.8167,87.9833,-2.2,91,100,14.72,overcast clouds
539,Ghatampur,IN,26.1667,80.1667,46.4,79,0,6.51,clear sky
540,Mayya,RU,61.7333,130.2811,-32.69,100,50,3.18,scattered clouds
541,Maxixe,MZ,-23.8597,35.3472,75.31,83,58,6.31,broken clouds
542,Beaverlodge,CA,55.2166,-119.4361,27.75,81,74,2.26,broken clouds
543,Chkalovskoye,RU,44.8392,133.0436,2.61,95,99,4.99,overcast clouds
544,Kurmanayevka,RU,52.5093,52.0675,-2.74,100,97,5.17,overcast clouds
545,Feijo,BR,-8.1642,-70.3536,74.41,97,100,3.13,overcast clouds
546,Japura,ID,-0.3167,102.35,72.18,92,98,0.94,overcast clouds
547,Tuatapere,NZ,-46.1333,167.6833,63.82,41,78,4.72,broken clouds
548,Sabha,LY,27.0377,14.4283,43.9,43,40,7.83,scattered clouds
549,Narkevychi,UA,49.5172,26.6418,29.19,97,100,13.94,light snow
550,Linda,US,39.1277,-121.5508,67.95,47,0,0.0,clear sky
551,Severo-Yeniseyskiy,RU,60.3725,93.0408,-13.95,100,93,3.76,overcast clouds
552,Havelock,US,34.8791,-76.9013,42.78,67,0,6.91,clear sky
553,San Rafael,AR,-34.6177,-68.3301,72.39,56,59,3.27,broken clouds
554,Mackay,AU,-21.15,149.2,82.38,74,75,16.11,broken clouds
555,Codajas,BR,-3.8367,-62.0569,73.96,98,74,2.3,broken clouds
556,Haverfordwest,GB,51.8017,-4.9691,42.82,86,19,2.15,few clouds
557,Hurghada,EG,27.2574,33.8129,50.04,50,0,10.36,clear sky
558,Conselheiro Pena,BR,-19.1722,-41.4722,74.44,86,8,2.28,clear sky
559,San Quintin,MX,30.4833,-115.95,62.4,52,86,9.24,overcast clouds
560,Yushu,CN,44.8,126.5333,-0.24,97,84,6.8,broken clouds
561,Kenai,US,60.5544,-151.2583,29.03,96,100,17.27,light snow
562,Pandan,PH,14.0453,124.1694,80.62,74,61,7.34,broken clouds
563,Aswan,EG,24.0934,32.907,43.9,45,0,6.91,clear sky
564,Villa Carlos Paz,AR,-31.4241,-64.4978,65.39,37,91,10.0,overcast clouds
565,Maridi,SS,4.9158,29.4742,69.44,33,43,4.09,scattered clouds
566,Axim,GH,4.8699,-2.2405,78.75,86,20,5.44,few clouds
567,Abha,SA,18.2164,42.5053,52.05,87,20,6.91,few clouds
568,Fare,PF,-16.7,-151.0167,80.44,77,7,15.57,light rain
569,Asau,RO,46.4333,26.4,34.72,89,95,7.92,overcast clouds
570,Fria,GN,10.4167,-13.5833,74.21,90,67,1.05,broken clouds
571,Malkangiri,IN,18.35,81.9,54.66,53,39,2.8,scattered clouds
572,San Jeronimo,PE,-11.9472,-75.2829,52.54,84,98,3.62,overcast clouds
573,Carmo Do Paranaiba,BR,-19.0008,-46.3161,65.66,85,61,0.65,broken clouds
574,Mahanoro,MG,-19.9,48.8,72.72,83,54,3.71,light rain
575,Erenhot,CN,43.6475,111.9767,1.27,85,4,4.68,clear sky
576,San Antonio,US,29.4241,-98.4936,62.62,54,100,0.0,overcast clouds
577,Oistins,BB,13.0667,-59.5333,75.29,69,20,8.05,few clouds
578,Alekseyevka,RU,50.6309,38.6903,-3.91,100,100,4.47,overcast clouds
579,East Brunswick,US,40.4279,-74.416,31.59,53,9,5.1,clear sky
580,Wajima,JP,37.4,136.9,34.48,93,75,2.3,broken clouds
581,Zima,RU,53.9202,102.0442,-15.72,100,97,1.88,overcast clouds
582,Gweta,BW,-20.1833,25.2333,69.71,88,92,10.92,light rain
583,Jales,BR,-20.2689,-50.5458,79.21,61,96,5.5,overcast clouds
584,Bang Saphan,TH,11.2126,99.5117,73.35,91,45,2.93,scattered clouds
585,Atikokan,CA,48.7555,-91.6216,-11.36,97,79,4.18,broken clouds
586,Mondlo,ZA,-27.983,30.7177,62.98,83,4,5.23,clear sky
587,Brasilia,BR,-15.7797,-47.9297,70.72,83,75,3.44,broken clouds
588,Tambilil,PH,5.9622,124.6697,83.64,69,39,0.49,scattered clouds
589,Kulhudhuffushi,MV,6.6221,73.07,79.12,64,32,10.04,scattered clouds
590,Conde,BR,-7.2597,-34.9075,76.46,94,20,0.0,moderate rain
591,Barra Patuca,HN,15.8,-84.2833,75.83,83,12,6.76,few clouds
592,Jacareacanga,BR,-6.2222,-57.7528,73.06,98,81,2.39,moderate rain
593,Seydi,TM,39.4816,62.9137,48.76,48,100,8.12,overcast clouds
594,Kawalu,ID,-7.3817,108.2082,74.48,91,100,1.03,overcast clouds
595,Te Anau,NZ,-45.4167,167.7167,69.4,40,69,1.52,broken clouds
596,Storsteinnes,NO,69.2408,19.2344,25.38,97,100,1.97,light snow
597,Ardakan,IR,32.31,54.0175,59.38,35,35,24.58,scattered clouds
598,Mulege,MX,26.8833,-111.9833,65.41,40,69,11.23,broken clouds
599,Coihaique,CL,-45.5752,-72.0662,84.15,20,0,5.75,clear sky
600,Chake Chake,TZ,-5.2459,39.7666,75.58,79,64,5.53,broken clouds
601,Kyzyl-Suu,KG,42.3414,78.0056,13.77,44,6,9.82,clear sky
602,Podyuga,RU,61.095,40.8647,10.08,94,100,7.63,overcast clouds
603,Samarai,PG,-10.6167,150.6667,81.99,72,100,3.74,moderate rain
604,Christchurch,NZ,-43.5333,172.6333,66.33,57,40,1.99,scattered clouds
605,Sarangani,PH,5.4033,125.4636,82.36,75,29,19.71,scattered clouds
606,Shaowu,CN,27.3409,117.4831,47.37,92,100,2.98,overcast clouds
607,Lodja,CD,-3.4833,23.4333,69.82,90,100,1.83,light rain
608,Alofi,NU,-19.0595,-169.9187,85.89,70,75,2.3,broken clouds
609,Carauari,BR,-4.8828,-66.8958,75.45,96,74,0.85,broken clouds
610,Jacqueville,CI,5.2052,-4.4146,78.71,81,4,8.1,clear sky
611,La Palma,US,33.8464,-118.0467,76.71,32,20,4.0,few clouds
612,Fort Nelson,CA,58.8053,-122.7002,22.59,93,90,3.44,mist
613,Nkayi,CG,-4.1841,13.2884,71.89,92,66,3.11,broken clouds
614,Permet,AL,40.2336,20.3517,37.27,78,73,2.04,broken clouds
615,Nemuro,JP,43.3236,145.575,5.43,70,46,9.84,scattered clouds
616,Lalmohan,BD,22.3384,90.7419,60.66,64,11,10.56,few clouds
617,Kaspiysk,RU,42.8816,47.6392,32.23,80,40,11.01,scattered clouds
618,Daru,PG,-9.0763,143.2092,80.76,81,100,4.99,overcast clouds
619,Lufilufi,WS,-13.8745,-171.5986,76.78,75,99,24.47,light rain
620,Kremenchuk,UA,49.0973,33.4197,27.3,95,100,10.47,overcast clouds
621,Port Pirie,AU,-33.1833,138.0167,73.49,63,37,13.11,scattered clouds
622,Toumodi,CI,6.5613,-5.0158,79.3,83,7,3.27,clear sky
623,Borova,UA,50.1763,30.1043,33.35,96,100,14.9,light snow
624,Kabo,CF,7.6994,18.629,71.22,22,11,5.23,few clouds
625,Novokruchininskiy,RU,51.7833,113.7667,-27.4,100,22,3.33,few clouds
626,Omsukchan,RU,62.5333,155.8,-7.55,98,100,9.98,light snow
627,Makat,KZ,47.6469,53.3463,25.77,89,100,9.13,overcast clouds
628,Chapais,CA,49.7834,-74.8492,8.38,95,100,10.54,light snow
629,Ulladulla,AU,-35.35,150.4667,83.88,57,1,10.92,clear sky
630,Mangan,IN,27.5167,88.5333,42.3,47,13,6.58,few clouds
631,Shumikha,RU,55.2261,63.2961,-7.98,100,85,2.44,overcast clouds
632,Mangrol,IN,21.1167,70.1167,59.77,43,0,12.77,clear sky
633,Bestobe,KZ,52.4994,73.0975,2.5,83,99,9.04,overcast clouds
634,Kenora,CA,49.8167,-94.4337,0.79,60,20,6.91,few clouds
635,Carahue,CL,-38.7,-73.1667,73.6,82,0,5.61,clear sky
636,Sungairaya,ID,0.7,108.9,77.59,85,100,5.37,overcast clouds
637,Neiafu,TO,-18.65,-173.9833,83.79,76,67,19.64,broken clouds
638,Rapar,IN,23.5667,70.6333,58.1,41,0,7.72,clear sky
639,Dunedin,NZ,-45.8742,170.5036,62.8,58,29,11.01,scattered clouds
640,Angoram,PG,-4.0625,144.0661,85.05,74,83,2.71,broken clouds
641,Luau,AO,-10.7073,22.2247,63.73,94,100,3.62,overcast clouds
642,Teguise,ES,29.0605,-13.564,53.82,62,20,9.22,few clouds
643,Port Augusta,AU,-32.5,137.7667,79.7,59,74,19.98,broken clouds
644,Caravelas,BR,-17.7125,-39.2481,76.08,87,2,5.41,clear sky
645,Panaba,MX,21.2833,-88.2667,72.46,74,81,9.08,broken clouds
646,Alta Floresta,BR,-9.8756,-56.0861,69.1,98,100,1.43,overcast clouds
647,Marsa Matruh,EG,31.3525,27.2453,46.6,76,40,8.05,scattered clouds
648,Vyazma,RU,55.2104,34.2951,17.85,95,99,12.06,snow
649,Yamada,JP,39.4667,141.95,34.0,50,5,3.13,clear sky
650,Kjollefjord,NO,70.9457,27.3465,28.29,95,100,2.89,snow
651,Santiago Del Estero,AR,-27.7951,-64.2615,71.96,74,96,8.32,overcast clouds
652,Governador Valadares,BR,-18.8511,-41.9494,73.78,88,12,0.85,few clouds
653,Valenca Do Piaui,BR,-6.4075,-41.7456,70.79,92,97,2.48,moderate rain
654,Bajmok,RS,45.9688,19.4243,34.0,82,98,3.47,overcast clouds
655,Goiania,BR,-16.6786,-49.2539,76.69,73,40,8.05,scattered clouds
656,Port Hardy,CA,50.6996,-127.4199,49.75,61,20,13.8,few clouds
657,San Carlos De Bariloche,AR,-41.1456,-71.3082,83.95,24,20,5.75,few clouds
658,Hami,CN,42.8,93.45,22.06,45,2,2.17,clear sky
659,Sembakung,ID,3.8167,117.25,76.93,98,100,1.63,overcast clouds
660,Novo Aripuana,BR,-5.1206,-60.3797,73.8,98,72,1.52,broken clouds
661,Nanzhou,CN,29.3596,112.4024,33.26,98,100,13.0,snow
662,Bassila,BJ,9.0081,1.6654,73.83,20,8,4.97,clear sky
663,North Bend,US,43.4065,-124.2243,56.12,80,1,6.91,clear sky
664,Puri,IN,19.8,85.85,55.92,57,7,8.59,clear sky
665,Coxim,BR,-18.5067,-54.76,77.86,84,100,1.45,moderate rain
666,Rugby,GB,52.3709,-1.2642,41.18,94,76,6.91,broken clouds
667,Turka,UA,49.1541,23.0297,30.79,94,99,7.78,overcast clouds
668,Wanning,CN,18.8003,110.3967,69.17,93,26,5.79,scattered clouds
669,Saint-Pierre,RE,-21.3393,55.4781,73.08,73,75,4.61,light rain
670,Boa Vista,BR,2.8197,-60.6733,87.78,48,40,6.91,scattered clouds
671,Gamba,GA,-2.65,10.0,76.53,87,99,1.79,overcast clouds
672,Dvinskoy,RU,62.1535,45.1175,10.0,95,100,6.49,overcast clouds
673,Sunrise Manor,US,36.2111,-115.0731,65.35,13,1,18.41,clear sky
674,Mutare,ZW,-18.9707,32.6709,65.5,98,99,4.79,light rain
